sentiment,text
0,"Əдемі безендірілген шыршалар, гирляндылар мен түрлі жаңажылдық əшекей бұйымдар да сауда дүкендерінен орын тепкен."
0,Астана 2017 жыл.
0,Жаңа жылға дайындық.
0,Фото NUR.KZ
0,Астана 2017 жыл.
0,Жаңа жылға дайындық.
0,Фото NUR.KZ
0," Бұл жыл сайынғы көрініс қой, таңғалатын түгі жоқ."
0,"Тəуелсіздікті тойлаймыз дейміз, қайдам?"
0,"Міне бір-ақ апта қалды ғой, əлі күнге дейін қаланың бір жерінен тəуелсіздікке қатысты бір нышан байқамадым."
0,"Өзім оралманмын, елім,жерім деп келдік."
0,Осы азаттықтың қадірін жастар білсе екен деймін.
0,"Ол үшін, ел болып, қаланың атқамінерлері болып дəріптеп, мықтап кəрісу керек."
0,"Ал, біздікі мынау, екі ай бұрын жаңа жыл деп жылда шұрқырап жатамыз, - дейді астаналық Мұқият есімді тұрғын."
0,"Бізбен бөлісер қызықты жаңалығыңыз болса, NUR.KZ порталының WhatsApp нөміріне жолдаңыз  7 747 535 12 98 "
0," Кей дәстүрлер көпшілікке оғаш көрінетіні соншалық, жұрт оларды ақылға қонымсыз деп бағалап жатады."
0,NUR.KZ порталы осы орайда әлемдегі ең ақылға қонымсыз жеті той дәстүрін Гроб Топ YouTube парақшасына сілтеме жасап назарға ұсынады.
0,Африкалық әйел.
0,Скриншот YouTube
0,Жыныстық қатынаста көмектесу
0,Кей африкалық ауылдарда жас жұбайлардың алғашқы неке түніне қалыңдықтың анасы да қатысады.
0,"Ол жыныстық қатынасты бақылап, қызына ақыл-кеңесін айтып отырады."
0,"Ақыл-кеңесін айтып қана қоймай, дұрыс жыныстық қатынасқа түсудің жолын да көрсетеді."
0,"Алайда кей кездері мұндай көмекті қалыңдықтың анасы емес, ауылдағы ең сыйлы әрі жасы үлкен кейуана көрсетуі мүмкін."
